172.24.0.1 - - [04/Oct/2022:06:16:35 +0000] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36" "-"
172.24.0.1 - - [04/Oct/2022:06:16:35 +0000] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36" "-"
172.24.0.1 - - [04/Oct/2022:06:17:30 +0000] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36" "-"
192.168.128.1 - - [12/Oct/2022:10:01:17 +0000] "GET / HTTP/1.1" 200 615 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36" "-"
192.168.128.1 - - [12/Oct/2022:10:01:18 +0000] "GET /favicon.ico HTTP/1.1" 404 555 "http://192.168.128.145/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/106.0.0.0 Safari/537.36" "-"
192.168.128.1 - - [13/Oct/2022:05:31:39 +0000] "GET / HTTP/1.1" 200 615 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36 OPR/91.0.4516.72" "-"
192.168.128.1 - - [13/Oct/2022:05:31:40 +0000] "GET /favicon.ico HTTP/1.1" 404 555 "http://192.168.128.145/" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36 OPR/91.0.4516.72" "-"
192.168.128.1 - - [13/Oct/2022:05:52:52 +0000] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36 OPR/91.0.4516.72" "-"
192.168.128.1 - - [13/Oct/2022:06:16:20 +0000] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36 OPR/91.0.4516.72" "-"
192.168.128.1 - - [13/Oct/2022:06:16:20 +0000] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36 OPR/91.0.4516.72" "-"
192.168.128.1 - - [13/Oct/2022:06:35:26 +0000] "GET / HTTP/1.1" 304 0 "-" "Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/105.0.0.0 Safari/537.36 OPR/91.0.4516.72" "-"
192.168.91.22 - - [13/Oct/2022:07:23:07 +0000] "GET / HTTP/1.1" 200 615 "-" "Elastic-Heartbeat/8.4.2 (linux; amd64; b00a6bca7be493b01a134a6ad8c415f2be297414; 2022-09-13 21:52:48 +0000 UTC)" "-"
192.168.91.22 - - [13/Oct/2022:07:23:12 +0000] "GET / HTTP/1.1" 200 615 "-" "Elastic-Heartbeat/8.4.2 (linux; amd64; b00a6bca7be493b01a134a6ad8c415f2be297414; 2022-09-13 21:52:48 +0000 UTC)" "-"
192.168.91.22 - - [13/Oct/2022:07:23:17 +0000] "GET / HTTP/1.1" 200 615 "-" "Elastic-Heartbeat/8.4.2 (linux; amd64; b00a6bca7be493b01a134a6ad8c415f2be297414; 2022-09-13 21:52:48 +0000 UTC)" "-"
192.168.91.22 - - [13/Oct/2022:07:23:22 +0000] "GET / HTTP/1.1" 200 615 "-" "Elastic-Heartbeat/8.4.2 (linux; amd64; b00a6bca7be493b01a134a6ad8c415f2be297414; 2022-09-13 21:52:48 +0000 UTC)" "-"
192.168.91.22 - - [13/Oct/2022:07:23:27 +0000] "GET / HTTP/1.1" 200 615 "-" "Elastic-Heartbeat/8.4.2 (linux; amd64; b00a6bca7be493b01a134a6ad8c415f2be297414; 2022-09-13 21:52:48 +0000 UTC)" "-"
192.168.91.22 - - [13/Oct/2022:07:23:32 +0000] "GET / HTTP/1.1" 200 615 "-" "Elastic-Heartbeat/8.4.2 (linux; amd64; b00a6bca7be493b01a134a6ad8c415f2be297414; 2022-09-13 21:52:48 +0000 UTC)" "-"
192.168.91.22 - - [13/Oct/2022:07:23:37 +0000] "GET / HTTP/1.1" 200 615 "-" "Elastic-Heartbeat/8.4.2 (linux; amd64; b00a6bca7be493b01a134a6ad8c415f2be297414; 2022-09-13 21:52:48 +0000 UTC)" "-"
192.168.91.22 - - [13/Oct/2022:07:23:42 +0000] "GET / HTTP/1.1" 200 615 "-" "Elastic-Heartbeat/8.4.2 (linux; amd64; b00a6bca7be493b01a134a6ad8c415f2be297414; 2022-09-13 21:52:48 +0000 UTC)" "-"
192.168.91.22 - - [13/Oct/2022:07:23:47 +0000] "GET / HTTP/1.1" 200 615 "-" "Elastic-Heartbeat/8.4.2 (linux; amd64; b00a6bca7be493b01a134a6ad8c415f2be297414; 2022-09-13 21:52:48 +0000 UTC)" "-"
192.168.91.22 - - [13/Oct/2022:07:23:52 +0000] "GET / HTTP/1.1" 200 615 "-" "Elastic-Heartbeat/8.4.2 (linux; amd64; b00a6bca7be493b01a134a6ad8c415f2be297414; 2022-09-13 21:52:48 +0000 UTC)" "-"
192.168.91.22 - - [13/Oct/2022:07:23:57 +0000] "GET / HTTP/1.1" 200 615 "-" "Elastic-Heartbeat/8.4.2 (linux; amd64; b00a6bca7be493b01a134a6ad8c415f2be297414; 2022-09-13 21:52:48 +0000 UTC)" "-"
